sep=,
portal,cod_cliente,razao_cliente,nome_cliente,doc_cliente,tipo_cliente,endereco_cliente,numero_rua_cliente,complement_end_cli,bairro_cliente,cep_cliente,cidade_cliente,uf_cliente,pais,fone_cliente,email_cliente,sexo,data_cadastro,data_nascimento
8560,744,OMNES IND E COM COSM LTDA,OMNES IND E COM COSM LTDA,06939989000180,A,RUA DIMER PIZZETTI,426,,PRESIDENTE VARGAS,88820-000,ICARA,SC,BRASIL,4834450090,leandro@lexuns.com.br,M,24/11/2016 02:34:00,
8560,745,YEDEVAN DIST COSM LTDA (MACRILAN),YEDEVAN DIST COSM LTDA (MACRILAN),08475589000196,A,RUA GUARANI,1121,,VILA CITY,94920-300,CACHOEIRINHA,RS,BRASIL,5134704739,yudevan@ig.com.br,M,24/11/2016 02:34:00,
8560,746,L ESPER CIA LTDA EEP (DEPILART),L ESPER CIA LTDA EEP (DEPILART),96244983000180,A,RUA CASTRO ALVES,200,,VILA ZELIA,12606-560,LORENA,SP,BRASIL,1231533971,rosele@terra.com.br,M,24/11/2016 02:34:00,
8560,747,SULPLAST SUP IND COM LTDA( VITEX LUVAS),SULPLAST SUP IND COM LTDA( VITEX LUVAS),01760309000142,A,R MANUEL DE JESUS FERNANDES,134,,JD STO AFONSO,07271-380,GUARULHOS,SP,BRASIL,1124123312,,M,24/11/2016 02:34:00,
8560,748,HIGIMASTER DIST PROD HIG LTD(DENTALCLEN),HIGIMASTER DIST PROD HIG LTD(DENTALCLEN),06302685000107,A,AV DEZ DEZEMBRO,6770,GLP6,JD VILAS BOAS,86046-140,LONDRINA,PR,BRASIL,4333748570,luizchiavon@nazcanet.com.br,M,24/11/2016 02:34:00,
8560,749,BEAUTY FAIR EVENTOS PROMOCOES(VIVABELEZA,BEAUTY FAIR EVENTOS PROMOCOES(VIVABELEZA,07751667000175,A,AV PAULISTA,481,8º CONJ 802,BELA VISTA,01311-000,SAO PAULO,SP,BRASIL,,,M,24/11/2016 02:34:00,
8560,750,MUTHA UEDA COM COSM LTDA,MUTHA UEDA COM COSM LTDA,11825116000186,A,AV JAPAO,1856,,ALTO DO IPIRANGA,08730-330,SAO PAULO,SP,BRASIL,,rogeriock@yahoo.com.br,M,24/11/2016 02:34:00,
8560,751,ELIBEL IND COM COSM LTDA (CUTOLINE),ELIBEL IND COM COSM LTDA (CUTOLINE),9999751,A,RUA BRESSER,2256,,MOOCA,03162-030,SAO PAULO,SP,BRASIL,1126938802,aronaecordeiro@terra.com.br,M,24/11/2016 02:34:00,
8560,752,3 M COMERCIO ALIMENTOS LTDA,3 M COMERCIO ALIMENTOS LTDA,10266430000103,A,AV FARIA LOBATO,232,LOJA 01,SARANDI,91110-460,PORTO ALEGRE,RS,BRASIL,5133665966,vitoria_distribuidora@yahoo.com.br,M,24/11/2016 02:34:00,
8560,753,MORBEL DISTRIB COSMETICOS LTDA(LAXEN),MORBEL DISTRIB COSMETICOS LTDA(LAXEN),07485002000167,A,RUA 7 SETEMBRO,185,107,CENTRO,95150-000,NOVA PETROPOLIS,RS,BRASIL,,debora.morbel@royalnet.com.br,M,24/11/2016 02:34:00,
8560,754,VERDE MAR DIST COSM LTDA (MOHDA),VERDE MAR DIST COSM LTDA (MOHDA),05402566000163,A,AV LIDER,2061,,CENTRO,08285-000,SAO PAULO,SP,BRASIL,1127429239,rogeriock@yahoo.com.br,M,24/11/2016 02:34:00,
8560,755,LEMOS E RAGO LTDA(IDEAL COSMETICOS),LEMOS E RAGO LTDA(IDEAL COSMETICOS),17226994000676,A,AV SÃO JOÃO,1434,AREA A,DA PONTE,12940-260,ATIBAIA,SP,BRASIL,1144118463,bertonvendas@terra.com.br,M,24/11/2016 02:34:00,
8560,756,PROCOSMETICA LAB IND LTDA. GALLERY SALON,PROCOSMETICA LAB IND LTDA. GALLERY SALON,9999756,A,AV.ASSIS BRASIL,1894,4º ANDAR,PASSO DAREIA,91010-001,PORTO ALEGRE,RS,BRASIL,51,,M,24/11/2016 02:34:00,
8560,757,PANTERA PROD UNHAS DECORADAS.,PANTERA PROD UNHAS DECORADAS.,11730164000190,A,RUA DOS FERROVIARIOS,488,,CENTRO,93265-150,ESTEIO,RS,BRASIL,5134734009,liflo@ibest.com.br/contato@panteralancamentos.com.,M,24/11/2016 02:34:00,
8560,758,MEGA DO BRASIL IMP EXP LTDA(MEGA),MEGA DO BRASIL IMP EXP LTDA(MEGA),08539091000140,A,RUA TEODOR GOLDSCHIMIDT,380,384,SAO GERALDO,07140-050,GUARULHOS,SP,BRASIL,1126782400,carretossilva@hotmail.com,M,24/11/2016 02:34:00,
8560,759,SANTA FORMOSA DIST DE COSMET(AVORA/VIVE,SANTA FORMOSA DIST DE COSMET(AVORA/VIVE,14804044000189,A,RUA MANDIORE,360,,VILA FORMOSA,03360-015,SAO PAULO,SP,BRASIL,1121313600,vendas@akcosmeticos.com.br,M,24/11/2016 02:34:00,
8560,760,DEIA COM ART HOSP ORTO LTDA (DEIA),DEIA COM ART HOSP ORTO LTDA (DEIA),08715223000147,A,RUA ROMENIA,421,SALA 502,MAL RONDON,,CACHOEIRINHA,RS,BRASIL,5130137720,deiacah@ig.com.br /deiacah@superig.com.br,M,24/11/2016 02:34:00,
8560,761,PORTAL BRASIL COM INTERN ( MANOELLA),PORTAL BRASIL COM INTERN ( MANOELLA),09044056000112,A,RUA AQUIDABAN,260,,RIO BRANCO,93310-380,NOVO HAMBURGO,RS,BRASIL,5135242442,eduardo@portalbrasilchina.com,M,24/11/2016 02:34:00,
8560,762,DALTRO FERNANDES ME (DAJAVA),DALTRO FERNANDES ME (DAJAVA),08435641000180,A,RUA PAPA JOAO XXIII,575,,JOAO XXIII,94910-170,CACHOEIRINHA,RS,BRASIL,5134704968,vendas@dajava.com.br,M,24/11/2016 02:34:00,
8560,763,CLAUDIO DISTRIBUIDORA DE COSMETICOS DINA,CLAUDIO DISTRIBUIDORA DE COSMETICOS DINA,15651802000139,A,RUA K,134,,CENTRO,92480-000,NOVA SANTA RITA,RS,BRASIL,5130775350,comercial@dinabella.net.br,M,24/11/2016 02:34:00,
8560,764,PERFUMES DANA BRASIL LTDA (BOTANY),PERFUMES DANA BRASIL LTDA (BOTANY),61105722000448,A,RUA JOAQUIM SIMOES,350,GALPAO E,JD VERA CRUZ,13290-000,LOUVEIRA,SP,BRASIL,1938784434,marco.bonilha@ibest.com.br,M,24/11/2016 02:34:00,
8560,765,LAS MARICATO COSM EPP (DOUX CLAIR),LAS MARICATO COSM EPP (DOUX CLAIR),06244153000160,A,RUA IMPERIAL,671,SALA 01,IMPERIAL,15015-610,SAO JOSE DO RIO PRETO,SP,BRASIL,1732343099,ricardo.car@terra.com.br,M,24/11/2016 02:34:00,
8560,766,VINOTAGE COSM LTDA (VINOTAGE),VINOTAGE COSM LTDA (VINOTAGE),08289477000140,A,TRAVESSA JOAO MISSIAGGIA,146,142,CAIRU,95720-000,GARIBALDI,RS,BRASIL,5434623158,sirlenepcunha@hotmail.com,M,24/11/2016 02:34:00,
8560,767,PALADINHO PHP (CELS LIFE LIXAS),PALADINHO PHP (CELS LIFE LIXAS),00947563000191,A,R JOAO JOSE PEREIRA,257,,VL MARIA EUGENIA,13050-150,CAMPINAS,SP,BRASIL,1932295900,sialrepresentacoes@gmail.com,M,24/11/2016 02:34:00,
8560,768,MAGO IND COM COSM LTDA(SECRETS),MAGO IND COM COSM LTDA(SECRETS),05670136000122,A,RUA PAOLO AGOSTINI,394,,P IPE,05572-190,SAO PAULO,SP,BRASIL,1137824185,merkasul@terra.com.br,M,24/11/2016 02:34:00,
8560,769,KAECHA COSM LTDA (FUJII COSMETICOS),KAECHA COSM LTDA (FUJII COSMETICOS),08998179000120,A,RUA  ASSUNGUI,57,,VL GUMERCINDO,04131-000,SAO PAULO,SP,BRASIL,1150621945,fujicosm@uol.com.br,M,24/11/2016 02:34:00,
8560,770,1000MEDIC DIST IMP EXP  MED LTDA(VINIL),1000MEDIC DIST IMP EXP  MED LTDA(VINIL),05993698000107,A,PEDRO RAMIRES DE MELLO,474,,PATO BRANCO,,ABATIA,PR,BRASIL,"5,54632E+11",,M,24/11/2016 02:34:00,
8560,771,WIDHA .COM DISTRIBUIDORA(VITACHARM),WIDHA .COM DISTRIBUIDORA(VITACHARM),11718536000163,A,SANTOS DUMONT,430,,LANGUIRU-TEOTONIA,95890-000,ACEGUA,RS,BRASIL,5182138866,barbaragonsalves@hotmail.com,M,24/11/2016 02:34:00,
8560,772,VICENZO BARRELLA ESMALTES EPP - ME(HITS),VICENZO BARRELLA ESMALTES EPP - ME(HITS),19790582000185,A,RUA JOAO BATISTA DE LACERDA,676,B,QUARTA PARADA,03177-010,SAO PAULO,SP,BRASIL,,smcomelli@terra.com.br  /  XML:vendas1@speciallita,M,24/11/2016 02:34:00,
8560,773,NAO USAR CASTER DIST LTDA(HASKELL),NAO USAR CASTER DIST LTDA(HASKELL),13015679000134,A,R:AYMORE,430,,CENTRO,93700-000,CAMPO BOM,RS,BRASIL,5135973347,casterdistribuidora@hotmail.com,M,24/11/2016 02:34:00,
8560,774,MAXIBRASIL IND COSMET LTDA(TRATTABRASIL),MAXIBRASIL IND COSMET LTDA(TRATTABRASIL),04151474000195,A,LEOPOLDINO DE OLIVEIRA,671,,SANTO ANDRE,31230-552,BELO HORIZONTE,MG,BRASIL,3134299200,plbarcellos@gmail.com,M,24/11/2016 02:34:00,
8560,775,TAHHARA IMP.E EXP LTDA-EPP (HIMALAYA),TAHHARA IMP.E EXP LTDA-EPP (HIMALAYA),03938393000177,A,CELESTE FILLA,185,,TAMANDUA,13690-000,DESCALVADO,SP,BRASIL,1137216285,merkasul@terra.com.br,M,24/11/2016 02:34:00,
8560,776,FLORA DIST PROD HIG E LIMP LTDA(KARINA),FLORA DIST PROD HIG E LIMP LTDA(KARINA),11852585001409,A,RODOVIA FERNÃO DIAS   BR 381,0,KM 926,PONTE DE ZINCO,37655-000,ITAPEVA,MG,BRASIL,5134318171,simone.saenz@flora.com.br,M,24/11/2016 02:34:00,
8560,777,CABELL PRODUTOS P/ SALÃO LTDA,CABELL PRODUTOS P/ SALÃO LTDA,06010382000110,A,1 DE MARÇO,84,,VILA CLEMENTINO,04044-040,ADOLFO,SP,BRASIL,1125770977,atendimento@cabell.com.br,M,24/11/2016 02:34:00,
8560,778,SG DISTRIB DE COSMÉTICOS LTDA(ANACONDA),SG DISTRIB DE COSMÉTICOS LTDA(ANACONDA),14136979000134,A,ANTUNES RIBAS,359,1 ANDAR,ITU SABARA,91380-320,PORTO ALEGRE,RS,BRASIL,5132370951,pedidos@sgdistribuidora.com,M,24/11/2016 02:34:00,
8560,779,SERVIÇOS DE INFORMATICA,SERVIÇOS DE INFORMATICA,09526554000100,A,ATILIO SUPERTTI,600,112,CENTRO,,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,780,SINDICATO EMPREGADOS COMÉRCIO CANOAS,SINDICATO EMPREGADOS COMÉRCIO CANOAS,90811605000155,A,ALBERTO TORRES,224,,CENTRO,92310-020,CANOAS,RS,BRASIL,5134725223,,M,24/11/2016 02:34:00,
8560,781,IMPRIOLI SUPRIMENTOS DE INFORMÁTICA,IMPRIOLI SUPRIMENTOS DE INFORMÁTICA,14061947000117,A,OTÁVIO ROCHA,22,CJ 706,CENTRO,90220-140,PORTO ALEGRE,RS,BRASIL,5132861199,,M,24/11/2016 02:34:00,
8560,782,HM IND. E COM. PRODUTOS BELEZA LTDA(QOD),HM IND. E COM. PRODUTOS BELEZA LTDA(QOD),05847170000120,A,FRANCISCO SILVEIRA BITENCOURT,1265,,SARANDI,9115010  ,PORTO ALEGRE,RS,BRASIL,5130233940,leandro@qodhair.com/  solicitar xml: eulalia@qod.c,M,24/11/2016 02:34:00,
8560,783,BELORADO DISTRIB DE COSMÉTICOS LTDA,BELORADO DISTRIB DE COSMÉTICOS LTDA,07172966000155,A,CORREIA DIAS,157,,VIGARIO GERAL,21241-310,RIO DE JANEIRO,RJ,BRASIL,2134480646,ninarosak@hotmail.com,M,24/11/2016 02:34:00,
8560,784,TAIFF-PROART DIST PROD BELEZA LTDA,TAIFF-PROART DIST PROD BELEZA LTDA,04370561000214,A,ROD FERNAO DIAS,0,KM9475 / AREA A2 / EMP EXTREMA,DOS PIRES,37640-000,EXTREMA,MG,BRASIL,1155454611,merkasul@terra.com.br,M,24/11/2016 02:34:00,
8560,785,DOMPEL IN PLASTICA E METAL LTDA(DOMPEL),DOMPEL IN PLASTICA E METAL LTDA(DOMPEL),87203121000119,A,RUA BARÃO DO AMAZONAS,10,,DIAMANTINO,9505570  ,CAXIAS DO SUL,RS,BRASIL,5437336470,severo.representante@hotmail.com,M,24/11/2016 02:34:00,
8560,786,VITORIA COM LIXAS/PROD HIG BEL AUTENTICA,VITORIA COM LIXAS/PROD HIG BEL AUTENTICA,09463049000155,A,AV BRASIL,0,,CENTRO,08502-000,FERRAZ DE VASCONCELOS,SP,BRASIL,1146746200,helderpares@gmail.com,M,24/11/2016 02:34:00,
8560,787,DOM INDUSTRIA DE COSMETICOS LTDA-TRATAGE,DOM INDUSTRIA DE COSMETICOS LTDA-TRATAGE,07446554000166,A,AV CORONEL JOSÉ DIAS BIACALHO,671,,SÃO JOSÉ,31275-050,BELO HORIZONTE,MG,BRASIL,3132453245,alextoso@ig.com.br,M,24/11/2016 02:34:00,
8560,788,PREFEITURA DE VIAMÃO,PREFEITURA DE VIAMÃO,9999788,A,,0,,,,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,789,PREFEITURA CANOAS,PREFEITURA CANOAS,9999789,A,FREI ORLANDO,199,4º E 5º ANDAR,CENTRO,,CANOAS,RS,BRASIL,5134639068,,M,24/11/2016 02:34:00,
8560,790,RECICLABRAS COMÉRCIO DE RECICLAVEIS LTDA,RECICLABRAS COMÉRCIO DE RECICLAVEIS LTDA,07088817000102,A,AV CAIRU,158,,NAVEGANTES,90230-030,PORTO ALEGRE,RS,BRASIL,5130194004,alexandre@reciclabras.com.br,M,24/11/2016 02:34:00,
8560,791,LUZIA IARA R PENAFIEL (SANTE),LUZIA IARA R PENAFIEL (SANTE),14513138000107,A,RUA RIO DE JANEIRO,351,,NOVA SAPUCAIA,93224-290,SAPUCAIA DO SUL,RS,BRASIL,5130343325,santeltda@gmail.com,M,24/11/2016 02:34:00,
8560,792,ENCOMASTER SOL. DE TRAT. QÁGUA LTDA,ENCOMASTER SOL. DE TRAT. QÁGUA LTDA,07472094000140,A,TRAVESSA JOSÉ GIRARDI,26,,SARANDI,91110-330,PORTO ALEGRE,RS,BRASIL,51,vendasencomaster@hotmail.com,M,24/11/2016 02:34:00,
8560,793,LUVAS TALGE,LUVAS TALGE,07439329000283,A,R BIGUAÇU,15,,DOS MUNICIPIOS,88337-450,BALNEARIO CAMBORIU,SC,BRASIL,5132247001,marostegam@portoweb.com.br,M,24/11/2016 02:34:00,
8560,794,MEDICOR PROD HOPITALARES LTDA,MEDICOR PROD HOPITALARES LTDA,72568587000140,A,SERGIO JUNGBLUT DIETERICH,820,PV 22,SÃO JOÃO,91060-410,PORTO ALEGRE,RS,BRASIL,5133448384,medicor@medicor-rs.com.br,M,24/11/2016 02:34:00,
8560,795,RCG COM DIST DE PROD HIG LTDA (SURYA),RCG COM DIST DE PROD HIG LTDA (SURYA),04457868000176,A,AV IBIRAPUERA,3103,LJ 5/15,MOEMA,04029-902,SAO PAULO,SP,BRASIL,,luissilveirajunior@gmail.com,M,24/11/2016 02:34:00,
8560,796,KURYOS IND  COMERC DE COSMÉT LTDA(VIDDA),KURYOS IND  COMERC DE COSMÉT LTDA(VIDDA),00767554000119,A,LAGOA TAI GRANDE,1130,,VILA CAMORSINA,08290-500,AGUAS DA PRATA,SP,BRASIL,1125244644,merkasul@terra.com.br,M,24/11/2016 02:34:00,
8560,797,TRADESK COMERCIO EXP/IMP LTDA(BORTOLINE,TRADESK COMERCIO EXP/IMP LTDA(BORTOLINE,93266864000130,A,VOLUNTÁRIOS DA PÁTRIA,4389,LOJA 101,NAVEGANTES,90020-000,PORTO ALEGRE,RS,BRASIL,5133573222,www.bortoline.com.br,M,24/11/2016 02:34:00,
8560,798,PRISMA (VULT),PRISMA (VULT),06112992000125,A,AV OITAVO BC,80,,FIAO,93020-530,SAO LEOPOLDO,RS,BRASIL,,cinarinhapereira@gmail.com,M,24/11/2016 02:34:00,
8560,799,DYSTRYMARCAS DIST PROD (COTONBABY),DYSTRYMARCAS DIST PROD (COTONBABY),14858019000188,A,AV JOÃO ELUSTONDO FILHO,420,PAVILHÃO 1,SARANDI,91140-450,PORTO ALEGRE,RS,BRASIL,5133650441,televendas2@dystrymarcas.com.br,M,24/11/2016 02:34:00,
8560,800,SBC DISTRIBUIDORA DE COSMÉTICOS,SBC DISTRIBUIDORA DE COSMÉTICOS,05083311000185,A,RUA 28,259,QD.44 A LT.20,SETOR AEROPORTO,74075-500,GOIANIA,GO,BRASIL,6239450085,,M,24/11/2016 02:34:00,
8560,801,BEL LUZ DIS DE COSMETICOS LTDA -GLLENDEX,BEL LUZ DIS DE COSMETICOS LTDA -GLLENDEX,11217358000197,A,RUA E,12,QUANDRA 03,DISTRITO INDUSTRIAL,26373-280,QUEIMADOS,RJ,BRASIL,2126631010,rosiberton@terra.com.br,M,24/11/2016 02:34:00,
8560,802,MARCHAND COM E DIST COSM LTDA.(ITTRATTA),MARCHAND COM E DIST COSM LTDA.(ITTRATTA),07006768000111,A,RUA PE. ANCHIETA,2454,LOJA 21,BIGORRILHO,80730-000,CURITIBA,PR,BRASIL,4135010731,rosele@terra.com.br,M,24/11/2016 02:34:00,
8560,803,DINMAR ADMINISTRADORA DE IMÓVEIS,DINMAR ADMINISTRADORA DE IMÓVEIS,89452718000122,A,AV. VIGÁRIO JOSÉ INÁCIO,481,4º ANDAR,CENTRO,90020-100,PORTO ALEGRE,RS,BRASIL,5132112622,,M,24/11/2016 02:34:00,
8560,804,LABORATÓRIO ACLIMAÇÃO (SPRAY HBY),LABORATÓRIO ACLIMAÇÃO (SPRAY HBY),61410965000147,A,RUA SÃO JOÃO BATISTA,0,124 A 132,CAMBUCI,01527-010,SAO PAULO,SP,BRASIL,1132085175,eliseucosta@computech.com.br,M,24/11/2016 02:34:00,
8560,805,VIZEME COSMETICOS LTDA,VIZEME COSMETICOS LTDA,14770037000103,A,JOAQUIM PIAZZA,502,,JARDIM ANAPOLIS,85905-470,TOLEDO,PR,BRASIL,4530546872,smcomelli@terra.com.br/giceli.andrade@vizeme.com.b,M,24/11/2016 02:34:00,
8560,806,BORDOX DISTRIB DE COSMETICOS (EOS),BORDOX DISTRIB DE COSMETICOS (EOS),09514726000117,A,A. 9 DE JULHO,1667,SALA 3,CENTRO,08550-100,POA,SP,BRASIL,1130633639,risch.novo@gmail.com.br,M,24/11/2016 02:34:00,
8560,807,DARTORA E IRMÃO LTDA.(LUDURAMA),DARTORA E IRMÃO LTDA.(LUDURAMA),93567444000194,A,RUA CORONEL SOBRAL,1450,,Nª SRª APARECIDA,95960-000,ENCANTADO,RS,BRASIL,5137513088,jvpadua@annex.com.br,M,24/11/2016 02:34:00,
8560,808,C.F.LINO COMERCIO REP LTDA (VOUGH),C.F.LINO COMERCIO REP LTDA (VOUGH),04954044000101,A,AV. WENCESLAU ESCOBAR,3301,LOJA 103,TRISTEZA,91900-001,PORTO ALEGRE,RS,BRASIL,5132222224,clodualdolino@yahoo.com.br  lino@cflino.com.br,M,24/11/2016 02:34:00,
8560,809,DEVINTEX COSMETICOS LTDA (ELET SALON),DEVINTEX COSMETICOS LTDA (ELET SALON),01773518000201,A,AV. PORTUGAL,400,GALPÃO 1A,ITAQUI,06696-060,ITAPEVI,SP,BRASIL,,flavio@borille.net;cadastro@lojasbelshop.com.br,M,24/11/2016 02:34:00,
8560,810,BR BRAND S/A,BR BRAND S/A,12087851000100,A,RUA SAMUEL MEIRA BRASIL,394,SALA 03 SERRA PARQUE LOGISTICO,TAQUARA II,29167-650,SERRA,ES,BRASIL,2732417786,pedrooliveirars@hotmail.com,M,24/11/2016 02:34:00,
8560,811,ENRICO FRANCESCO CIRILLO (BIJOUX PELE),ENRICO FRANCESCO CIRILLO (BIJOUX PELE),11693999000118,A,RUA JOÃO MOTTA ESPEZIM,190,SALA 04,SACO DOS LIMÕES,88045-400,FLORIANOPOLIS,SC,BRASIL,,bijouxdepele@bijouxdepele.com.br,M,24/11/2016 02:34:00,
8560,812,PORTO ALEGRE CLÍNICAS,PORTO ALEGRE CLÍNICAS,89890172000191,A,AV. FARRAPOS,629,,CENTRO,90220-004,PORTO ALEGRE,RS,BRASIL,,faturamento@portoalegreclinicas.com.br,M,24/11/2016 02:34:00,
8560,813,CARLA RENATA SACCO SILVA,CARLA RENATA SACCO SILVA,16895612000120,A,RUA LUIS CARLOS GEORG,477,,FEITORIA,93048-370,SAO LEOPOLDO,RS,BRASIL,5130916462,micheli.peliculas@hotmail.com,M,24/11/2016 02:34:00,
8560,814,MARIO ESPINDOLA LOC COMERCIAIS,MARIO ESPINDOLA LOC COMERCIAIS,93477719000107,A,RUA D PEDRO II,1256,,FLORESTA,90550-141,PORTO ALEGRE,RS,BRASIL,5130220022,comercial@marioespindola.com.br,M,24/11/2016 02:34:00,
8560,815,RICARDO GUIMARAES (TRANSPORTE),RICARDO GUIMARAES (TRANSPORTE),73998672087,A,AV. FREDERICO DIHL,1001,"QUADRA H, CASA Nº 2",BELA VISTA,94853-250,ALVORADA,RS,BRASIL,5193654690,,M,24/11/2016 02:34:00,
8560,816,CASSIO JOSE VEIT,CASSIO JOSE VEIT,17336120091,A,RUA ANDRE BELO,758,APTO 204,MENINO DEUS,90110-020,PORTO ALEGRE,RS,BRASIL,5193780895,,M,24/11/2016 02:34:00,
8560,817,LAVANDERIA BOLHA AZUL,LAVANDERIA BOLHA AZUL,09328800000100,A,RUA PINTO BANDEIRA,484,LOJA 11,CENTRO,90030-150,PORTO ALEGRE,RS,BRASIL,5132240531,,M,24/11/2016 02:34:00,
8560,818,IMPRESSO PRÁTICO,IMPRESSO PRÁTICO,15301349000130,A,RUA ALMIRANTE BARROSO,597,103,FLORESTA,90220-021,PORTO ALEGRE,RS,BRASIL,5130944400,,M,24/11/2016 02:34:00,
8560,819,RICOPY RECARGA DE CARTUCHOS,RICOPY RECARGA DE CARTUCHOS,00830842000170,A,RUA MARIANTE,966,,RIO BRANCO,90430-180,PORTO ALEGRE,RS,BRASIL,5133317992,ricopy@ricopy.com.br,M,24/11/2016 02:34:00,
8560,820,NATALINA DITADI RIGO,NATALINA DITADI RIGO,01859298000152,A,RUA ARCHANGELO CHIELLE,116,,CENTRO,95180-000,FARROUPILHA,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,821,VENTURA DIST. BEB. (NACENTE ÁGUA MIN.),VENTURA DIST. BEB. (NACENTE ÁGUA MIN.),04361100000102,A,AV. FORTE1401,401,,VILA JARDIM,91360-001,PORTO ALEGRE,RS,BRASIL,5133482667,,M,24/11/2016 02:34:00,
8560,822,CASA DO MONITOR - MANUTENÇÕES,CASA DO MONITOR - MANUTENÇÕES,05021774000112,A,AV. CEARÁ,605,,SÃO JOÃO,90240-510,PORTO ALEGRE,RS,BRASIL,5133431916,casadomonitot@terra.com.br,M,24/11/2016 02:34:00,
8560,823,MADEREIRA,MADEREIRA,13445672000152,A,AV. SATURNINO DE BRITO,363,,VILA JARDIM,91320-000,PORTO ALEGRE,RS,BRASIL,5133676237,,M,24/11/2016 02:34:00,
8560,824,BANCO BRADESCO,BANCO BRADESCO,60746948000112,A,RUA OTÁVIO ROCHA,137,,CENTRO,90020-151,PORTO ALEGRE,RS,BRASIL,51,,M,24/11/2016 02:34:00,
8560,825,GRÊMIO SARGENTO EXPED. GERALDO SANTANA,GRÊMIO SARGENTO EXPED. GERALDO SANTANA,92937473000138,A,RUA LUIZ DE CAMÕES,337,,PARTENON,90620-150,PORTO ALEGRE,RS,BRASIL,5132235520,,M,24/11/2016 02:34:00,
8560,826,AQUARELA TINTAS,AQUARELA TINTAS,92321785000627,A,AV. SATURNINO DE BRITO,653,,VILA JARDIM,91320-000,PORTO ALEGRE,RS,BRASIL,5133871111,,M,24/11/2016 02:34:00,
8560,827,MOVEIS HIRT,MOVEIS HIRT,08254984000220,A,AV. CENTENARIO,610,,PASSO DAS PEDRAS,94035-240,GRAVATAI,RS,BRASIL,5134316846,,M,24/11/2016 02:34:00,
8560,828,ROBERTO DAS NEVES,ROBERTO DAS NEVES,45758069000,A,RUA HOMEM DE MELLO,300,,PARTENON,90680-170,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,829,FACULDADE LUTERANA SÃO MARCOS,FACULDADE LUTERANA SÃO MARCOS,88316567000384,A,RUA DR. MÁRIO TOTTA,224,,AMERICANA,94820-400,ALVORADA,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,830,GUARIDA IMÓVEIS LTDA,GUARIDA IMÓVEIS LTDA,89398606000130,A,RUA PORTUGUESA,460,AP 404  BL 91,PARTENON,90650-120,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,831,SOC COM IMP HERMES S.A.,SOC COM IMP HERMES S.A.,33068883000201,A,AV. BRASIL,44228,,CENTRO,23078-001,RIO DE JANEIRO,RJ,BRASIL,,,M,24/11/2016 02:34:00,
8560,832,CONSORCIO SPENGLER,CONSORCIO SPENGLER,91341925000151,A,RUA 28 DE SETEMBRO,1779,,CENTRO,96810-234,SANTA CRUZ DO SUL,RS,BRASIL,51,,M,24/11/2016 02:34:00,
8560,833,PODIUM TROFÉUS,PODIUM TROFÉUS,04778440000125,A,RUA JOSÉ MONTAURY,129,LJ 01,CENTRO,91250-520,PORTO ALEGRE,RS,BRASIL,5132251610,,M,24/11/2016 02:34:00,
8560,834,MARCIO FLORES,MARCIO FLORES,13388003000196,A,RUA OTÁVIO ROCHA,0,,CENTRO,90020-151,PORTO ALEGRE,RS,BRASIL,5132863013,,M,24/11/2016 02:34:00,
8560,835,SEVERO ROTH - ZAMPIERON & DALACORTE LTDA,SEVERO ROTH - ZAMPIERON & DALACORTE LTDA,92783927000163,A,AV. ALBERTO BINS,468,472,CENTRO,90030-140,PORTO ALEGRE,RS,BRASIL,5132204501,,M,24/11/2016 02:34:00,
8560,836,LOJAS COLOMBO,LOJAS COLOMBO,89848543035396,A,RUA DR. FLORES,59,63,CENTRO,92520-250,PORTO ALEGRE,RS,BRASIL,51,,M,24/11/2016 02:34:00,
8560,837,TR REFRIGERAÇÃO (MANUTENÇÃO AR),TR REFRIGERAÇÃO (MANUTENÇÃO AR),14717033000161,A,RUA FIRMINO JOSE TOMAZZE,159,,VICENTINA,93025-234,SAO LEOPOLDO,RS,BRASIL,5196367345,,M,24/11/2016 02:34:00,
8560,838,NS COMERCIO DE CAMISETAS LTDA.,NS COMERCIO DE CAMISETAS LTDA.,13448209000164,A,RUA ARNO KAPPEL,29,,FARRAPOS,90245-100,PORTO ALEGRE,RS,BRASIL,5130232197,,M,24/11/2016 02:34:00,
8560,839,BAZAR,BAZAR,14329810000109,A,RUA VIG. JOSÉ INÁCIO,304,,CENTRO,90020-110,PORTO ALEGRE,RS,BRASIL,,,M,24/11/2016 02:34:00,
8560,840,TAXI,TAXI,89846356000154,A,AV. BENTO GONÇALVES,1949,,PARTENON,90650-002,PORTO ALEGRE,RS,BRASIL,5133195100,,M,24/11/2016 02:34:00,
8560,841,SYRO REIS PINTO (ALUGUEL 12),SYRO REIS PINTO (ALUGUEL 12),02960028015,A,RUA IZABEL BASTOS,217,,CENTRO,94410-250,VIAMAO,RS,BRASIL,,,M,24/11/2016 02:34:00,
